"","Title","count","Category"
"3212","STIPEND-RESID","9",""
"3339","TECH SUPP ANL 2","9",""
"3372","TRAINING DEV MGR 2","9",""
"3442","VENDOR REL SPEC 2","9",""
"3465","VIS ASST RES NEX","9",""
"82","ACT INSTR-GRAD STDNT-GSHIP","8","Student Instruction"
"17","ACAD HR MGR 2","8","Staff"
"253","ANL 5","8","Staff"
"469","AUDIT MGR 2","8","Staff"
"470","AUDIT MGR 3","8","Staff"
"487","AUTO TCHN LD","8","Staff"
"500","BEH HEALTH COUNSELOR 1","8","Staff"
"524","BENEFITS PRG STRAT ANL 4","8","Staff"
"557","BLDG MAINT SUPV SR","8","Staff"
"567","BROADCAST COMM SPEC 2","8","Staff"
"575","BUDGET ANL SR","8","Staff"
"693","CHILD DEV CTR AST PD","8","Staff"
"805","CLIN OPS SHS SUPV 2","8","Staff"
"919","COMPENSATION MGR 2","8","Staff"
"1255","EMPLOYEE REL REPR 5","8","Staff"
"1286","ENGR TCHN SUPV 2","8","Staff"
"1299","ETHICS AND CMPLNC MGR 1","8","Staff"
"1342","EXHIBITIONS SPEC 4","8","Staff"
"1462","FLEET SVC SUPV 1","8","Staff"
"1477","FOOD SVC MGR 3","8","Staff"
"1565","HEALTH EDUC MGR 1","8","Staff"
"1729","INSTITUTIONAL RSCH MGR 1","8","Staff"
"1772","IT ARCHITECT 3","8","Staff"
"1850","LANGUAGE AST","8","Staff"
"1932","MACHINIST","8","Staff"
"1978","MASSAGE THERAPIST 2","8","Staff"
"2071","MEDIA COMM MGR 1","8","Staff"
"2123","MUSEUM EDUCATOR 3","8","Staff"
"2224","OPTOMETRIST 4","8","Staff"
"2250","PARALEGAL 2","8","Staff"
"2261","PARKING OPS ENFORCEMENT MGR 1","8","Staff"
"2357","PERF ARTS MGR 1","8","Staff"
"2487","POLICE CHF MGR 3","8","Staff"
"2689","PUBLICATIONS PROD SUPV 2","8","Staff"
"3012","SKLD CRAFTS TRADES MGR 2","8","Staff"
"3037","SPECTROSCOPIST","8","Staff"
"3199","STEAMFITTER WORKER LD","8","Staff"
"3448","VETERINARIAN 4","8","Staff"
"1393","FIELD RSCH SUPV 1","8","Research Staff"
"3457","VIS ASSOC PROJ SCIENTIST","8","Research"
"325","ASSOC LIBRARIAN-TEMP STATUS","8","Non-Senate"
"842","CLINICAL PROFESSOR OF LAW","8","Non-Senate"
"244","ANGIOGRAPHY TCHNO","8","Med Center"
"629","CARE MGR 1","8","Med Center"
"752","CLIN IMG IT SPEC 2","8","Med Center"
"764","CLIN INFORMATICS SPEC 5","8","Med Center"
"1580","HEALTH INFO MGT SUPV 1","8","Med Center"
"2061","MED RCDS AST SR","8","Med Center"
"2160","NUC MED TCHNO","8","Med Center"
"2164","NUC MED TCHNO SR PD","8","Med Center"
"2186","NURSE SVC MGR 4","8","Med Center"
"2403","PHLEBOTOMIST CERT 1","8","Med Center"
"882","COACH AST 1","8","Athletics"
"1834","LABOR REL MGR 2","8","Admin Staff"
"363","ASSOC VICE CHANC","8","Admin"
"3432","VC DEV AND UNIV REL","8","Admin"
"8","ACAD ACHIEVEMENT MGR 1","8","Acad Staff"
"10","ACAD ACHIEVEMENT SUPV 2","8","Acad Staff"
"706","CHILD LIFE SPEC 2 EX","8",""
"918","COMPENSATION MGR 1","8",""
"998","CTRL STERILE MGR 1","8",""
"1241","EMERGENCY MED TCHN LD","8",""
"1261","EMPLOYMENT REPR 1","8",""
"1385","FARM SEASONAL WORKER PD","8",""
"1445","FIRE FIGHTER STDT RSDT","8",""
"1465","FLOORING INSTALLER","8",""
"1504","GEN ACCOUNTANT 1","8",""
"1567","HEALTH EDUC SUPV 2","8",""
"1602","HISTO TCHNO LD","8",""
"1644","HOUSE MGR 1","8",""
"1797","K TO 12 EDUCATOR 3","8",""
"1926","LRNG SKILLS CNSLR SR NEX","8",""
"1939","MAIL SVC SUPV 1","8",""
"1960","MARINE TCHN 2 NEX","8",""
"1964","MARKETING MGR 2","8",""
"1979","MATERIALS MGT HC MGR 1","8",""
"2084","MENTAL HEALTH PRACT PD","8",""
"2236","ORGANIZATIONAL DEV MGR 3","8",""
"2260","PARKING ENFORCEMENT SPEC","8",""
"2321","PAT REL PROFL 4","8",""
"2345","PATHOLOGY AST 4","8",""
"2351","PAYROLL MGR 1","8",""
"2410","PHOTOGRAPHER PRN","8",""
"2464","PLNG MGR 2","8",""
"2479","PLUMBER LD","8",""
"2554","PRODUCER DIR AST","8",""
"2622","PROSPECT RSCH SPEC 2","8",""
"2667","PUBL EVENTS MGR AST","8",""
"2678","PUBL SFTY DISPATCHER LD","8",""
"2796","RECR THER 2 NEX","8",""
"2828","REGL AND CMPLNC HC SPEC 2","8",""
"2862","REPROGRAPHICS TCHN","8",""
"2891","RESID PHYS/SUBSPEC/T32/REP","8",""
"2968","SALES SPEC 1","8",""
"2969","SALES SPEC 2","8",""
"3020","SOCIAL WORK HC MGR 1","8",""
"3162","STDT LEGAL SVC ADVISOR 3","8",""
"3226","STRAT SOURCING MGR 2","8",""
"3308","TCHL PROJECT MGR 2","8",""
"3361","THEATRICAL PROD SUPV 1","8",""
"3410","ULTRASOUND TCHNO PRN PD","8",""
"948","CONTINUING APPT-TEMP AUG-1/9","7","Unit 18"
"3336","TEACHING ASSISTANT III","7","Student Instruction"
"468","AUDIT MGR 1","7","Staff"
"486","AUTO TCHN AST","7","Staff"
"544","BIOMED EQUIP TCHN 4","7","Staff"
"634","CAREER SVC MGR 1","7","Staff"
"635","CAREER SVC MGR 2","7","Staff"
"648","CARPENTER LOCKSMITH WORKER LD","7","Staff"
"851","CMPTL AND DATA SCI RSCH SPEC 5","7","Staff"
"865","CMTY HEALTH PRG MGR","7","Staff"
"962","CONTRACTS AND GRANTS MGR 3","7","Staff"
"1051","DATA PROC PROD CRD PRN","7","Staff"
"1140","DIGITAL COMM SPEC 5","7","Staff"
"1166","EARLY CHILDHOOD SITE CRD 4","7","Staff"
"1228","ELECTRN WORKER LD","7","Staff"
"1308","EVENTS MGR 1","7","Staff"
"1317","EVENTS SUPV 1","7","Staff"
"1373","FACULTY ADMIN TRANSITION LV-FY","7","Staff"
"1422","FINANCIAL ANL MGR 4","7","Staff"
"1692","INDUSTRY ALLNS MGR 1","7","Staff"
"1703","INFECTION PREVENTION CRD 5","7","Staff"
"1709","INFO SYS ANL 3 GF","7","Staff"
"1781","IT SCRTY ANL 2","7","Staff"
"1804","K to 14 ACAD PREP MGR 2","7","Staff"
"1810","K to 14 ACAD PREP SPEC 5","7","Staff"
"2209","OMBUDSPERSON 5","7","Staff"
"2234","ORGANIZATIONAL DEV MGR 1","7","Staff"
"2494","POLICE SVC SUPV 1","7","Staff"
"3214","STOREKEEPER AST","7","Staff"
"76","ACT ASSOC PROF-AY","7","Senate"
"1853","LAW LIBRARIAN","7","Senate"
"193","AGRON AES-AY","7","Research"
"361","ASSOC SPECIALIST NON REP","7","Research"
"2873","RES-LR SCL-AY","7","Research"
"496","BAR PREPARATION INSTRUCTORS","7","Non-Senate"
"1673","HS ASST CLIN PROF-SFT-VM","7","Non-Senate"
"2152","NON-SENATE ACAD EMERITUS(WOS)","7","Non-Senate"
"3477","VISITING PROFESSOR OF LAW","7","Non-Senate"
"234","ANESTHESIA TCHN 2 PD","7","Med Center"
"769","CLIN LAB MGR 2","7","Med Center"
"813","CLIN REGIS ANL 3","7","Med Center"
"820","CLIN RSCH ANL 5","7","Med Center"
"1577","HEALTH INFO MGT MGR 1","7","Med Center"
"1584","HEALTH PROFNS EDUC MGR 2","7","Med Center"
"2068","MED STF SVC SPEC 4","7","Med Center"
"2385","PHARMACIST SPEC","7","Med Center"
"440","ATH MGR 2 PAC12","7","Athletics"
"463","ATH TRAINING SUPV 2","7","Athletics"
"3370","TRAINER 5","7","Athletics"
"434","AST TO DEAN DIR CHAIR 2","7","Admin Staff"
"1330","EXEC AST 5","7","Admin Staff"
"1757","IP MGR 1","7","Admin Staff"
"90","ACT/INTERIM DEAN","7","Admin"
"383","ASST DEAN","7","Admin"
"3428","VC BUS ADMSTN","7","Admin"
"3433","VC EQUITY AND INCLUSION","7","Admin"
"3192","STDT SVC SUPV 1","7","Acad Staff"
"72","ACQUISITIONS EDITOR 3","7",""
"149","ADMINISTRATIVE SUPPORT COORD","7",""
"150","ADMINISTRATOR","7",""
"273","ART MODEL","7",""
"690","CHILD DEV ASC","7",""
"894","COLLEGE PROVOST","7",""
"938","CONST INSP 3","7",""
"1033","CUSTODIAN SR SUPV","7",""
"1036","CUSTOMER SVC MGR 1","7",""
"1060","DATA SYS MGR 2","7",""
"1210","EHS SUPV 1","7",""
"1280","ENGR AST","7",""
"1316","EVENTS SPEC 5","7",""
"1453","FIXED INCOME INV DIR","7",""
"1496","FUNDRAISER 3 GF","7",""
"1527","GI ENDOSCOPY TCHN 1 PD","7",""
"1537","GOVT REL SPEC 3","7",""
"1561","HC ADM SHS MGR 1","7",""
"1623","HOSP BLANK AST 3 SUPV","7",""
"1787","IT SCRTY MGR 2","7",""
"1927","LRNG SKLS CNSLR","7",""
"1959","MARINE TCHN 2","7",""
"2092","MGD CARE SPEC 2","7",""
"2143","NEURO TCHNO SR","7",""
"2200","OCCUPATIONAL THER CERT AST 1","7",""
"2201","OCCUPATIONAL THER CERT AST 2","7",""
"2229","ORDINARY SEAMAN 1","7",""
"2230","ORGANIZATIONAL CNSLT 2","7",""
"2252","PARALEGAL 4","7",""
"2271","PAT ACCESS SVC MGR 1","7",""
"2310","PAT RCDS ABSTRACTOR 1","7",""
"2372","PERSONNEL ANL AST","7",""
"2439","PHYS THER AST 1","7",""
"2443","PHYS THER PD","7",""
"2449","PHYSCN NETWORK DEV MGR 1","7",""
"2451","PHYSCN NETWORK DEV SPEC 3","7",""
"2463","PLNG MGR 1","7",""
"2555","PRODUCER DIR PRN","7",""
"2561","PRODUCT DEV PROFL 4","7",""
"2624","PROSPECT RSCH SPEC 4","7",""
"2628","PROSTHETIST ORTHOTIST SR","7",""
"2632","PSYCHIATRIC TCHN","7",""
"2651","PUBL CRD","7",""
"2694","PULMONARY TCHN 3","7",""
"2704","QLTY AND PERF METRICS ANL 3","7",""
"2707","QLTY IMPV HC MGR 2","7",""
"2784","RECR PRG LEADER 4","7",""
"2836","REGL POLICY AND INTEL PROFL 4","7",""
"2900","RESP CARE SPEC 5","7",""
"2916","REVENUE CYCLE HC MGR 3","7",""
"2918","REVENUE CYCLE HC SUPV 1","7",""
"2920","RISK MGT HC MGR 1","7",""
"2948","RSCH CMPLNC MGR 1","7",""
"2984","SCRTY MGR 1","7",""
"2996","SENIOR ADMINSTRATIVE ANALYST","7",""
"3130","STDT AFFAIRS OFCR 5 SUPV EX","7",""
"3233","STUDENT LIBRARY ASSISTANT","7",""
"3290","SYS INTEGRATION ENGR 5","7",""
"3347","TELESCOPE TCHN PRN","7",""
"3349","TELEVISION ENGR","7",""
"3351","TELEVISION TCHN PRN","7",""
"3408","ULTRASOUND TCHNO PD","7",""
"1550","GSAR-NON GSHIP","6","Student Reasearch"
"255","ANL 6","6","Staff"
"269","ARCHITECTURAL ASC EX","6","Staff"
"498","BEH HEALTH CNSLNG MGR 2","6","Staff"
"501","BEH HEALTH COUNSELOR 2","6","Staff"
"578","BUS DEV HC MGR 3","6","Staff"
"589","BUS SYS ANL 1","6","Staff"
"867","CMTY HEALTH PRG REPR AST","6","Staff"
"940","CONST INSP 5","6","Staff"
"957","CONTRACT ADMSTN MGR 1","6","Staff"
"978","COORD PUBLIC PROG","6","Staff"
"981","COORD PUBLIC PROG VII NON REP","6","Staff"
"1164","EARLY CHILDHOOD EDUC MGR 2","6","Staff"
"1198","EHS MGR 3","6","Staff"
"1287","ENTERPRISE RISK MGR 1","6","Staff"
"1384","FARM MAINT WORKER SR","6","Staff"
"1434","FINANCIAL SVC MGR 3","6","Staff"
"1662","HR MGR 4","6","Staff"
"1730","INSTITUTIONAL RSCH MGR 2","6","Staff"
"2074","MEDIA COMM SPEC 1","6","Staff"
"2110","MILITARY/AIR SCI&TACTICS ASST","6","Staff"
"2137","MUSICIAN 4","6","Staff"
"2204","OMBUDS MGR 1","6","Staff"
"3218","STOREKEEPER SR LD","6","Staff"
"312","ASSOC COORD PUBLIC PROG","6","Research"
"2600","PROJ SCI-FY-B/E/E NON REP","6","Research"
"81","ACT ASST PROF-AY-B/E/E","6","Non-Senate"
"1677","HS CLIN PROF-AY","6","Non-Senate"
"625","CARDIOVASCULAR SUPV 2","6","Med Center"
"719","CLIN APPL TRAINER 4","6","Med Center"
"740","CLIN ENGR 2","6","Med Center"
"761","CLIN INFORMATICS SPEC 2","6","Med Center"
"800","CLIN NURSE SUPV 2 NEX","6","Med Center"
"801","CLIN NURSE SUPV 3 NEX","6","Med Center"
"827","CLIN RSCH MGR 2","6","Med Center"
"835","CLIN SOCIAL WORKER CHF ASC","6","Med Center"
"2045","MED INTERPRETER SVC SUPV 2","6","Med Center"
"2175","NURSE PRACT MGR 1","6","Med Center"
"2390","PHARMACY MGR 2","6","Med Center"
"445","ATH PROFL 1","6","Athletics"
"452","ATH PROFL 4 BYA","6","Athletics"
"454","ATH SUPV 2","6","Athletics"
"1538","GOVT REL SPEC 4","6","Admin Staff"
"1759","IP MGR 3","6","Admin Staff"
"364","ASSOC VICE PROVOST","6","Admin"
"1077","DEAN UNIV EXT","6","Admin"
"42","ACADEMIC COORD II-FY NEX","6","Acad Staff"
"3138","STDT DISABILITY MGR 1","6","Acad Staff"
"62","ACCOUNTANT PRN","6",""
"169","ADMITTING WORKER SR PD","6",""
"228","ANATOMICAL SVC PROFL 4","6",""
"933","CONCIERGE 4","6",""
"985","COUNSEL 1","6",""
"1002","CTRL SVC TCHN 1","6",""
"1016","CUSTODIAL HC MGR 1","6",""
"1087","DECISION SUPP SPEC 5","6",""
"1100","DEPUTY DIR","6",""
"1177","EDUC FAC PLNR SR SUPV","6",""
"1221","ELECTRN 2","6",""
"1247","EMERGENCY TRAUMA TCHN SR PD","6",""
"1274","ENERGY MGT ANL 4","6",""
"1278","ENGR ASC","6",""
"1288","ENTERPRISE RISK MGR 2","6",""
"1395","FIELD VETERINARIAN 2","6",""
"1401","FIN ANL PRN 1 SUPV","6",""
"1443","FIRE CAPTAIN 56 HRS","6",""
"1450","FIRE SPEC 2 56 HRS","6",""
"1522","GEOGRAPHIC INFO SYS PROGR 2","6",""
"1545","GROUNDS SUPV NEX","6",""
"1647","HOUSE SHIFT ADMIN 5","6",""
"1684","HVAC MECH LD","6",""
"1685","HVAC SPEC","6",""
"1798","K TO 12 EDUCATOR 4","6",""
"1901","LIBRARY PROFL 3","6",""
"2083","MENTAL HEALTH PRACT","6",""
"2095","MGD CARE SPEC 5","6",""
"2133","MUSIC THER NEX","6",""
"2147","NEURODIAGNOSTIC SVC SUPV 2","6",""
"2212","OPHTHALMIC TCHN LD 3","6",""
"2235","ORGANIZATIONAL DEV MGR 2","6",""
"2237","ORTHOPEDIC TCHN","6",""
"2240","ORTHOPTIST","6",""
"2269","PARKING SUPV PRN","6",""
"2284","PAT BILLER 1","6",""
"2366","PERFUSIONIST SR EX","6",""
"2500","POPULATION HEALTH MGR 1","6",""
"2510","POSTDOC-PAID DIRECT","6",""
"2589","PROG COORD","6",""
"2650","PUBL ADMSTN ANL SUPV NEX","6",""
"2716","QLTY IMPV HC SUPV 2","6",""
"2722","RAD THER TCHNO CHF ASC","6",""
"2790","RECR SUPV PRN","6",""
"2805","REG DENTAL AST EXTD FUNC","6",""
"2905","RESP THER 4","6",""
"2925","RISK MGT HC PROFL 4","6",""
"2949","RSCH CMPLNC MGR 2","6",""
"2956","RSCH DATA ANL 5","6",""
"2994","SENATE EMERITUS (WOS)","6",""
"3222","STORES SUPV","6",""
"3223","STORES SUPV SR","6",""
"3259","SURVEY RESEARCHER SUPV 1","6",""
"3278","SYS ADM 3 GF","6",""
"3383","TRANSPLANT MGR 1","6",""
"3492","VOLUNTEER SVC PROFL 4","6",""
"1457","FLD WK CONSULT-AY-CONTINUING","5","Unit 18"
"1857","LECT PSOE-AY-1/9","5","Teaching Track"
"3329","TEACHG ASST-GSHIP/NON REP","5","Student Instruction"
"185","AEROSPACE MGR 3","5","Staff"
"198","ALUMNI EXTERNAL REL MGR 2","5","Staff"
"201","ALUMNI EXTERNAL REL SPEC 1","5","Staff"
"207","ALUMNI EXTERNAL REL SUPV 1","5","Staff"
"436","ASTRONOMER","5","Staff"
"481","AUTO ATTENDANT","5","Staff"
"494","BAKER PRN","5","Staff"
"511","BEH HEALTH PSYCHIATRIC SUPV 1","5","Staff"
"514","BELL ATTENDANT","5","Staff"
"550","BLANK AST 2 SUPV","5","Staff"
"555","BLDG AUTO CNTRL TCHN","5","Staff"
"563","BOATSWAIN 3","5","Staff"
"571","BUDGET ANL","5","Staff"
"576","BUS DEV HC MGR 1","5","Staff"
"846","CMPTL AND DATA SCI RSCH MGR 1","5","Staff"
"859","CMTY EDUC SUPV 1","5","Staff"
"872","CMTY SVC CASE MGR","5","Staff"
"874","CNSLNG ATTORNEY","5","Staff"
"982","COORD PUBLIC PROG VIII NON REP","5","Staff"
"1182","EDUC TCHL SUPV 1","5","Staff"
"1352","FAC MGT SPEC 1","5","Staff"
"1360","FAC PROJECT MGR 3","5","Staff"
"1572","HEALTH EDUCATOR 5","5","Staff"
"1694","INDUSTRY ALLNS SPEC 2","5","Staff"
"1764","IP OFCR 5","5","Staff"
"1788","IT SCRTY MGR 3","5","Staff"
"2078","MEDIA COMM SPEC 5","5","Staff"
"2393","PHARMACY SHS MGR 1","5","Staff"
"2457","PHYSCN SHS MGR 2","5","Staff"
"2465","PLNG MGR 3","5","Staff"
"2484","POLICE CAPTAIN MGR 2","5","Staff"
"2976","SCENE TCHN AST PD","5","Staff"
"3505","WARDROBE TCHN SR","5","Staff"
"3521","ZONE LD","5","Staff"
"86","ACT PROF-AY","5","Senate"
"2575","PROF-AY-1/9-B/E/E","5","Senate"
"414","ASST RES-FY-B/E/E-NON REP","5","Research Staff"
"1825","LAB MECHN HELPER","5","Research Staff"
"2941","RSCH AND DEV ENGR MGR 2","5","Research Staff"
"194","AGRON AES-B/E/E","5","Research"
"408","ASST PROJ SCNTST-FY-B/E/E NEX","5","Research"
"413","ASST RES-FY-B/E/E NEX","5","Research"
"416","ASST RES-LR SCL-AY","5","Research"
"2870","RES-FY-B/E/E NEX","5","Research"
"3475","VIS RES NEX","5","Research"
"104","ADJ PROF-FY-B/E/E","5","Non-Senate"
"301","ASSOC ADJ PROF-AY-1/9","5","Non-Senate"
"302","ASSOC ADJ PROF-AY-B/E/E","5","Non-Senate"
"627","CARDIOVASCULAR TCHN PD","5","Med Center"
"670","CEO MED CTR","5","Med Center"
"723","CLIN APPLICATIONS MGR 4","5","Med Center"
"733","CLIN DOC MGR 1","5","Med Center"
"758","CLIN INFORMATICS MGR 1","5","Med Center"
"1592","HEALTH TCHN 1","5","Med Center"
"2012","MED CTR ELECTR TCHN PRN","5","Med Center"
"2024","MED CTR LAB MECHN","5","Med Center"
"2056","MED OFC SVC CRD 4","5","Med Center"
"2159","NUC MED SUPV 2","5","Med Center"
"2180","NURSE PRACT SUPV 3","5","Med Center"
"2381","PHARMACIST 1 PD","5","Med Center"
"2391","PHARMACY MGR 3","5","Med Center"
"2407","PHLEBOTOMIST CERT TCHN 3","5","Med Center"
"1562","HC ADM SHS MGR 2","5","Admin Staff"
"1563","HC ADM SHS MGR 3","5","Admin Staff"
"1833","LABOR REL MGR 1","5","Admin Staff"
"298","ASSISTANT DIRECTOR","5","Admin"
"3430","VC CFO","5","Admin"
"43","ACADEMIC COORD III-AY","5","Acad Staff"
"384","ASST LAW LIBRARIAN","5","Acad Staff"
"949","CONTINUING EDUCATOR I","5","Acad Staff"
"3110","STDT ACAD MGR 2","5","Acad Staff"
"3144","STDT DISABILITY SUPV 2","5","Acad Staff"
"3191","STDT SVC MGR 4","5","Acad Staff"
"69","ACCOUNTING SUPV 1","5",""
"74","ACQUISITIONS EDITOR 5","5",""
"161","ADMISSIONS RECRMT SUPV 1","5",""
"666","CEMENT MASON FLOORER","5",""
"695","CHILD DEV CTR MGR","5",""
"708","CHILD LIFE SPEC 2 PD","5",""
"709","CHILD LIFE SPEC 3","5",""
"914","COMPENSATION ANL 2","5",""
"932","CONCIERGE 3","5",""
"983","COORDINATOR","5",""
"989","COUNSEL 5","5",""
"1001","CTRL STERILE SUPV 2","5",""
"1008","CTRL UTILITY PLT OPR LD","5",""
"1050","DATA ANALYSIS SUPV 2","5",""
"1092","DENTAL AST SUPV","5",""
"1227","ELECTRN SUPV","5",""
"1239","EMBRYOLOGIST 5","5",""
"1249","EMPLOYEE REL MGR 1","5",""
"1267","EMPLOYMENT SUPV 2","5",""
"1301","ETHICS AND CMPLNC MGR 3","5",""
"1340","EXECUTIVE ASSISTANT","5",""
"1357","FAC MGT SPEC 5","5",""
"1394","FIELD RSCH SUPV 2","5",""
"1396","FIELD VETERINARIAN 3","5",""
"1402","FIN ANL PRN 2","5",""
"1435","FINANCIAL SVC MGR 4","5",""
"1438","FIRE AND SCRTY SPEC","5",""
"1449","FIRE SPEC 1 56 HRS NON HZMT","5",""
"1451","FIRST ENGR AST","5",""
"1463","FLEET SVC SUPV 2","5",""
"1514","GENETIC CNSLNG HC SUPV 2","5",""
"1604","HOME HEALTH AIDE","5",""
"1631","HOSP LAB TCHN 3 SUPV","5",""
"1689","HVY EQUIP OPS ENGR","5",""
"1776","IT ARCHITECT MGR 1","5",""
"1802","K TO 14 ACAD PREP SUPV 1","5",""
"1844","LACTATION CONSULTANT 3","5",""
"1909","LINEN SVC HEAD SR","5",""
"1923","LOCKSMITH LD","5",""
"1961","MARINE TCHN 3","5",""
"2154","NTRTN AND DIETARY HC MGR 1","5",""
"2215","OPS ROOM AST 2 PD","5",""
"2216","OPS ROOM AST LD 3","5",""
"2217","OPS ROOM AST PD","5",""
"2226","OPTOMETRIST SR","5",""
"2251","PARALEGAL 3","5",""
"2259","PARKING CASHIER/ATTENDANT","5",""
"2264","PARKING OPS SPEC 2","5",""
"2279","PAT BILL AND COLL MGR 2","5",""
"2281","PAT BILL AND COLL REPR 4","5",""
"2293","PAT CARE DIALYSIS TCHN PD","5",""
"2302","PAT NAVGTR CLIN 3","5",""
"2343","PATHOLOGY AST 3","5",""
"2346","PAYROLL ANL 1","5",""
"2369","PERINATAL TCHN 1","5",""
"2427","PHYS THER 1 EX","5",""
"2436","PHYS THER 3 SUPV NEX","5",""
"2473","PLT OPR","5",""
"2525","PRIVACY AND CMPLNC HC MGR 1","5",""
"2615","PROJECT POLICY ANL MGR 3","5",""
"2668","PUBL EVENTS MGR PRN","5",""
"2674","PUBL INFO REPR PRN","5",""
"2681","PUBLICATIONS MGR SR","5",""
"2688","PUBLICATIONS PROD SUPV 1","5",""
"2695","PULMONARY TCHN PD","5",""
"2697","QA RELEASE MGT ANL 1","5",""
"2709","QLTY IMPV HC SPEC 1","5",""
"2743","RADLG TCHNO TRAINEE","5",""
"2810","REGENTS"" LECT","5",""
"2824","REGL AND CMPLNC HC MGR 1","5",""
"2831","REGL AND CMPLNC HC SPEC 5","5",""
"2850","REIMB HC ANL 2","5",""
"2880","RESC SUPV","5",""
"2896","RESP CARE MGR 2","5",""
"2988","SCRTY SUPV 2","5",""
"2990","SEA CAPTAIN MGR 2","5",""
"3132","STDT ARTIST OR PERF","5",""
"3147","STDT HEALTH DENTIST 3","5",""
"3210","STF VOLUNTEER","5",""
"3231","STRAT SOURCING PROFL 5","5",""
"3257","SURVEY RESEARCHER 3","5",""
"3266","SUSTAIN OFCR 2","5",""
"3287","SYS INTEGRATION ENGR 2","5",""
"3362","THEATRICAL PROD SUPV 2","5",""
"3371","TRAINING DEV MGR 1","5",""
"3392","TREASURY ANL 4","5",""
"3443","VENDOR REL SPEC 3","5",""
"3445","VENTILATION MECH","5",""
"3335","TEACHING ASSISTANT II","4","Student Instruction"
"155","ADMISSIONS RECRMT MGR 3","4","Staff"
"467","AUDIOLOGIST SR PD","4","Staff"
"479","AUDITOR 4","4","Staff"
"508","BEH HEALTH PSYCHIATRIC PROFL 2","4","Staff"
"525","BENEFITS PRG STRAT ANL 5","4","Staff"
"527","BENEFITS PRG STRAT MGR 2","4","Staff"
"533","BIOINFORMATICS MGR 1","4","Staff"
"562","BOAT OPR SR 1","4","Staff"
"573","BUDGET ANL PRN 2","4","Staff"
"583","BUS INTEL MGR 2","4","Staff"
"772","CLIN LAB SCI APPR","4","Staff"
"854","CMTY EDUC MGR 1","4","Staff"
"873","CMTY SVC CASE MGR AST","4","Staff"
"876","CNSLNG CTR MGR 2","4","Staff"
"980","COORD PUBLIC PROG VI NON REP","4","Staff"
"1178","EDUC TCHL MGR 1","4","Staff"
"1194","EEO REPR 4","4","Staff"
"1333","EXEC CHEF 5","4","Staff"
"1691","ILLUSTRATOR SR","4","Staff"
"1693","INDUSTRY ALLNS MGR 2","4","Staff"
"1971","MARKETING SPEC 5","4","Staff"
"1972","MARKETING SUPV 1","4","Staff"
"2124","MUSEUM PREPARATOR","4","Staff"
"2537","PROCUREMENT ANL 1","4","Staff"
"2845","REHAB SVC SPEC 1","4","Staff"
"3310","TCHL PROJECT MGT PROFL 1","4","Staff"
"3520","WRITTEN COMM SUPV 2","4","Staff"
"77","ACT ASSOC PROF-AY-B/E/E","4","Senate"
"331","ASSOC PROF OF CLIN-FY","4","Senate"
"365","ASSOC. LIBRARIAN","4","Senate"
"369","ASSOCIATE PROFESSOR OF LAW","4","Senate"
"2566","PROF IN RES-AY-B/E/E","4","Senate"
"2574","PROF-AY-1/9","4","Senate"
"307","ASSOC AGRON AES","4","Research"
"354","ASSOC RES-LR SCL-AY","4","Research"
"417","ASST RES-LR SCL-AY-1/9","4","Research"
"2875","RES-LR SCL-AY-1/9-B/E/E","4","Research"
"106","ADJ PROF-SFT-VM","4","Non-Senate"
"213","AMBUL CARE ADMSTN CRD 5","4","Med Center"
"220","AMBUL CARE ADMSTN SUPV 2 GF","4","Med Center"
"672","CFO MED CTR","4","Med Center"
"751","CLIN IMG IT SPEC 1","4","Med Center"
"767","CLIN LAB MGR","4","Med Center"
"783","CLIN NURSE (ON CALL)","4","Med Center"
"817","CLIN REGIS SUPV 2","4","Med Center"
"836","CLIN SOCIAL WORKER SUPV","4","Med Center"
"843","CLINICIAN PD","4","Med Center"
"968","COO MED CTR","4","Med Center"
"1581","HEALTH INFO MGT SUPV 2","4","Med Center"
"2016","MED CTR ENVIR SVC WORKER 2","4","Med Center"
"2026","MED CTR LAB MECHN PRN","4","Med Center"
"2060","MED RCDS AST","4","Med Center"
"2064","MED STF SVC MGR 2","4","Med Center"
"2387","PHARMACIST SR NEX","4","Med Center"
"438","ATH MGR 1 PAC12","4","Athletics"
"439","ATH MGR 2","4","Athletics"
"443","ATH MGR 4","4","Athletics"
"457","ATH TRAINER 2","4","Athletics"
"675","CHAN MAP AST","4","Admin Staff"
"909","COMM MGR 4","4","Admin Staff"
"1651","HR AST 2","4","Admin Staff"
"3426","VC AND DEAN SOM","4","Admin"
"18","ACAD HR MGR 3","4","Acad Staff"
"1734","INSTRUCTIONAL DESIGNER 1","4","Acad Staff"
"3118","STDT ADVISOR MGR 2","4","Acad Staff"
"59","ACCOUNTANT 4 SUPV","4",""
"139","ADMIN OFCR 4 GF","4",""
"147","ADMINISTRATIVE ASSISTANT","4",""
"165","ADMITTING WORKER PD","4",""
"189","AGRICULTURE MGR 1","4",""
"429","AST PLT OPER","4",""
"659","CASE MGT HC MGR 2","4",""
"664","CATH LAB RADLG TCHNO SR","4",""
"669","CENTER SENIOR ASSOCIATE","4",""
"681","CHF ENGR MGR 1","4",""
"711","CHILD LIFE TEACHER 2","4",""
"898","COMM AND NETWORK TCHL ANL 3 GF","4",""
